,link,pub_titles,predicted category
4563,https://www.researchgate.net/profile/Joachim-Reuder,Sensitivity of local air quality to the interplay between small- and large-scale circulations: A large-eddy simulation study,physics
4564,https://www.researchgate.net/profile/Joachim-Reuder,Characterization of Turbulence in Wind Turbine Wakes under Different Stability Conditions from Static Doppler LiDAR Measurements,physics
4565,https://www.researchgate.net/profile/Joachim-Reuder,Downscaling an intense precipitation event in complex terrain: the importance of high grid resolution,biology
4566,https://www.researchgate.net/profile/Joachim-Reuder,Assessing the potential of a commercial pulsed lidar for wind characterisation at a bridge site,biology
4567,https://www.researchgate.net/profile/Joachim-Reuder,On the Formulation and Universality of Monin–Obukhov Similarity Functions for Mean Gradients and Standard Deviations in the Unstable Surface Layer: Results from Surface-Layer-Resolving Large-Eddy Simulations,physics
4568,https://www.researchgate.net/profile/Joachim-Reuder,"The large-scale circulation during air quality hazards in Bergen, Norway",biology
4569,https://www.researchgate.net/profile/Joachim-Reuder,Assessing the Performance of WRF Model in Simulating Rainfall over Western Uganda,biology
4570,https://www.researchgate.net/profile/Joachim-Reuder,Automated measurements of whitecaps on the ocean surface from a buoy-mounted camera,biology
4571,https://www.researchgate.net/profile/Joachim-Reuder,"Patterns of Dekadal Rainfall Variation Over a Selected Region in Lake Victoria Basin, Uganda",biology
4572,https://www.researchgate.net/profile/Joachim-Reuder,Proof of concept for turbulence measurements with the RPAS SUMO during the BLLAST campaign,physics
4573,https://www.researchgate.net/profile/Joachim-Reuder,Non Homogeneous Poisson Process Modelling of Seasonal Extreme Rainfall Events in Tanzania,math
4574,https://www.researchgate.net/profile/Joachim-Reuder,Current and turbulence measurements in FINO1 offshore wind energy site: using 5-beam NorteK Signature1000 ADCP,physics
4575,https://www.researchgate.net/profile/Joachim-Reuder,Proof of Concept for Wind Turbine Wake Investigations with the RPAS SUMO,physics
4576,https://www.researchgate.net/profile/Joachim-Reuder,Wind Coherence Measurement by a Single Pulsed Doppler Wind Lidar,physics
4577,https://www.researchgate.net/profile/Joachim-Reuder,Estimation of the advection effects induced by surface heterogeneities in the surface energy budget:,physics
4578,https://www.researchgate.net/profile/Joachim-Reuder,Turbulent kinetic energy estimates from profiling wind LiDAR measurements and their potential for wind energy applications,physics
4579,https://www.researchgate.net/profile/Joachim-Reuder,Exploring the potential of the RPA system SUMO for multipurpose boundary-layer missions during the BLLAST campaign,physics
4580,https://www.researchgate.net/profile/Joachim-Reuder,Application of computing in weather prediction,physics
4581,https://www.researchgate.net/profile/Joachim-Reuder,"Similarity analysis of turbulent transport and dissipation for momentum, temperature, moisture, and CO2 during BLLAST",physics
4582,https://www.researchgate.net/profile/Joachim-Reuder,Comparison of Direct Covariance Flux Measurements from an Offshore Tower and a Buoy,physics
4583,https://www.researchgate.net/profile/Joachim-Reuder,Comparison of Parametric and Nonparametric Methods for Analyzing the Bias of a Numerical Model,math
4584,https://www.researchgate.net/profile/Joachim-Reuder,Lagrangian Measurement of Waves and Near Surface Turbulence from Acoustic Instruments,physics
4585,https://www.researchgate.net/profile/Joachim-Reuder,Characterisation of single wind turbine wakes with static and scanning WINTWEX-W LiDAR data,physics
4586,https://www.researchgate.net/profile/Joachim-Reuder,Assessment of Wind Conditions at a Fjord Inlet by Complementary Use of Sonic Anemometers and Lidars,biology
4587,https://www.researchgate.net/profile/Joachim-Reuder,Lifted Temperature Minimum during the atmospheric evening transition,physics
4588,https://www.researchgate.net/profile/Joachim-Reuder,Application of lidars for assessment of wind conditions on a bridge site,physics
4589,https://www.researchgate.net/profile/Joachim-Reuder,Study of a prototypical convective boundary layer observed during BLLAST: contributions by large-scale forcings,physics
4590,https://www.researchgate.net/profile/Joachim-Reuder,A Comparison of LiDAR and Radiosonde Wind Measurements,physics
4591,https://www.researchgate.net/profile/Joachim-Reuder,Characterization of the SUMO Turbulence Measurement System for Wind Turbine Wake Assessment,physics
4592,https://www.researchgate.net/profile/Joachim-Reuder,Lifted Temperature Minimum during the atmospheric evening transition,physics
4593,https://www.researchgate.net/profile/Joachim-Reuder,The BLLAST field experiment: Boundary-Layer Late Afternoon and Sunset Turbulence,physics
4594,https://www.researchgate.net/profile/Joachim-Reuder,"Analysis of the vertical temperature structure in the Bergen valley, Norway, and its connection to pollution episodes",physics
4595,https://www.researchgate.net/profile/Joachim-Reuder,Analysis of a Low-level Coastal Jet off the Western Coast of Norway,biology
4596,https://www.researchgate.net/profile/Joachim-Reuder,WRF simulation of a Low-level Coastal Jet (LLCJ),physics
4597,https://www.researchgate.net/profile/Joachim-Reuder,Study of a prototypical convective boundary layer observed during BLLAST: Contributions by large-scale forcings,physics
4598,https://www.researchgate.net/profile/Joachim-Reuder,"The Influence of Nunataks on Atmospheric Boundary Layer Convection During Summer in Dronning Maud Land, Antarctica",physics
4599,https://www.researchgate.net/profile/Joachim-Reuder,apl oral 2014 01,biology
4600,https://www.researchgate.net/profile/Joachim-Reuder,Validation of boundary layer parameterization schemes in the Weather Research and Forecasting (WRF) model under the aspect of offshore wind energy applications - Part II: Boundary layer height and atmospheric stability,physics
4601,https://www.researchgate.net/profile/Joachim-Reuder,The BLLAST field experiment: Boundary-Layer Late Afternoon and Sunset Turbulence,physics
4602,https://www.researchgate.net/profile/Joachim-Reuder,Validation of boundary layer parameterization schemes in the weather research and forecasting model under the aspect of offshore wind energy applications- Part I: Average wind speed and wind shear: WRF validation for offshore wind energy applications-Part I,physics
4603,https://www.researchgate.net/profile/Joachim-Reuder,Metocean analysis of a low-level coastal jet off the Norwegian coast,biology
4604,https://www.researchgate.net/profile/Joachim-Reuder,Simulations of the Bergen orographic wind shelter,physics
4605,https://www.researchgate.net/profile/Joachim-Reuder,Wave–induced Characteristics of Atmospheric Turbulence Flux Measurements,physics
4606,https://www.researchgate.net/profile/Joachim-Reuder,Preliminary Results of the NORCOWE Direct Covariance Flux System for Ship based Measurements,physics
4607,https://www.researchgate.net/profile/Joachim-Reuder,"Experimental Characterization of the Marine Atmospheric Boundary Layer in the Havsul Area, Norway",physics
4608,https://www.researchgate.net/profile/Joachim-Reuder,The MOSO field experiment - Overview of findings,physics
4609,https://www.researchgate.net/profile/Joachim-Reuder,First Results of Turbulence Measurements in a Wind Park with the Small Unmanned Meteorological Observer SUMO,physics
4610,https://www.researchgate.net/profile/Joachim-Reuder,Sensor Movement Correction for Direct Turbulence Measurements in the Marine Atmospheric Boundary Layer,physics
4611,https://www.researchgate.net/profile/Joachim-Reuder,Improving High-Resolution Numerical Weather Simulations by Assimilating Data from an Unmanned Aerial System,physics
4612,https://www.researchgate.net/profile/Joachim-Reuder,The Small Unmanned Meteorological Observer SUMO: Recent Developments and Applications of a Micro-UAS for Atmospheric Boundary Layer Research,physics
4613,https://www.researchgate.net/profile/Joachim-Reuder,The Near-Surface Small-Scale Spatial and Temporal Variability of Sensible and Latent Heat Exchange in the Svalbard Region: A Case Study,physics
4614,https://www.researchgate.net/profile/Joachim-Reuder,"Profiling the Arctic Stable Boundary Layer in Advent Valley, Svalbard: Measurements and Simulations",physics
4615,https://www.researchgate.net/profile/Joachim-Reuder,Numerical analysis of local acceleration and deceleration of atmospheric flow during a windstorm in the Bergen area,physics
4616,https://www.researchgate.net/profile/Joachim-Reuder,Banner clouds observed at Mount Zugspitze,physics
4617,https://www.researchgate.net/profile/Joachim-Reuder,The MOSO II field experiment,physics
4618,https://www.researchgate.net/profile/Joachim-Reuder,Progress in Fine-scale Observations and Simulations of the Atmosphere over the complex terrain of the Bergen region in Western-Norway,physics
4619,https://www.researchgate.net/profile/Joachim-Reuder,Assimilating data from an unmanned aircraft into a local-scale numerical weather forecast,physics
4620,https://www.researchgate.net/profile/Joachim-Reuder,Local variability of winds in the complex terrain of the Bergen area during the great windstorms of November and December 2011,physics
4621,https://www.researchgate.net/profile/Joachim-Reuder,The Unmanned Aerial System SUMO: an alternative measurement tool for polar boundary layer studies,physics
4622,https://www.researchgate.net/profile/Joachim-Reuder,The potential of micro-UAS for turbulence measurement in wind parks,physics
4623,https://www.researchgate.net/profile/Joachim-Reuder,Turbulence measurements in a wind park with the Micro-UAS SUMO,physics
4624,https://www.researchgate.net/profile/Joachim-Reuder,Atmospheric profiling with the UAS SUMO: A new perspective for the evaluation of fine-scale atmospheric models,physics
4625,https://www.researchgate.net/profile/Joachim-Reuder,A ‘No-Flow-Sensor’ Wind Estimation Algorithm for Unmanned Aerial Systems,math
4626,https://www.researchgate.net/profile/Joachim-Reuder,Multi-scale variability of winds in the complex topography of southwestern Norway,biology
4627,https://www.researchgate.net/profile/Joachim-Reuder,On the role of large-scale forcings on the development of the atmospheric boundary layer during the BLLAST field campaign,physics
4628,https://www.researchgate.net/profile/Joachim-Reuder,Investigation of the decay of turbulence over a forest during the Boundary Layer Late Afternoon and Sunset Turbulence (BLLAST) Experiment,physics
4629,https://www.researchgate.net/profile/Joachim-Reuder,First results from the surface heterogeneity focus area of the Boundary Layer Late Afternoon and Sunset Turbulence (BLLAST) Experiment,physics
4630,https://www.researchgate.net/profile/Joachim-Reuder,The Norwegian IPY-THORPEX: polar lows and arctic fronts during the 2008 Andøya campaign,physics
4631,https://www.researchgate.net/profile/Joachim-Reuder,Bannerclouds observed at Mount Zugspitze,physics
4632,https://www.researchgate.net/profile/Joachim-Reuder,Spatial variability of winds at the mountainous west coast of Norway,biology
4633,https://www.researchgate.net/profile/Joachim-Reuder,"FLOHOF 2007: An overview of the mesoscale meteorological field campaign at Hofsjökull, Central Iceland",physics
4634,https://www.researchgate.net/profile/Joachim-Reuder,"Fine-scale Observations and Simulations of the Atmosphere over Bergen, W-Norway",physics
4635,https://www.researchgate.net/profile/Joachim-Reuder,Observations of the Bergen Orographic Shelter,physics
4636,https://www.researchgate.net/profile/Joachim-Reuder,The Sea Breeze in South-Iceland: Observations with an unmanned aircraft and numerical simulations,physics
4637,https://www.researchgate.net/profile/Joachim-Reuder,The MOSO project - Observations of mesoscale coastal flows in the vicinity of mountains,physics
4638,https://www.researchgate.net/profile/Joachim-Reuder,Observations and interpretation of lee-side accelerated flow in a weak wind situtation,physics
4639,https://www.researchgate.net/profile/Joachim-Reuder,Investigating the early springtime stable atmospheric boundary layer in Adventdalen (Spitsbergen) - a case study,physics
4640,https://www.researchgate.net/profile/Joachim-Reuder,Simulations of the Bergen Orographic Shelter,physics
4641,https://www.researchgate.net/profile/Joachim-Reuder,Autonomous Aerial Sensors for Wind Power Meteorology,physics
4642,https://www.researchgate.net/profile/Joachim-Reuder,Simultaneous profiling of the Arctic Atmospheric Boundary Layer,physics
4643,https://www.researchgate.net/profile/Joachim-Reuder,"Atmospheric observations in the arctic Boundary-Layer at the Gufuskálar mast, W-Iceland",physics
4644,https://www.researchgate.net/profile/Joachim-Reuder,UV radiation and skin cancer in Norway,biology
4645,https://www.researchgate.net/profile/Joachim-Reuder,Measured and modelled UV-radiation in Norway,physics
4646,https://www.researchgate.net/profile/Joachim-Reuder,The Small Unmanned Meteorological Observer SUMO: A new tool for atmospheric boundary layer research,physics
4647,https://www.researchgate.net/profile/Joachim-Reuder,The Small Unmanned Meteorological Observer SUMO: A new tool for atmospheric boundary layer research,physics
4648,https://www.researchgate.net/profile/Joachim-Reuder,The meteorological UAV SUMO: A new perspective for the evaluation of atmospheric boundary layer schemes in fine-scale atmospheric models,physics
4649,https://www.researchgate.net/profile/Joachim-Reuder,Predictability of precipitation in complex terrain - A comparison of high-resolution rain gauge measurements and fine-scale numerical simulations,physics
4650,https://www.researchgate.net/profile/Joachim-Reuder,"Variability of precipitation in complex terrain and the investigation of representativeness of measurements for the Matre catchment area, Western Norway",biology
4651,https://www.researchgate.net/profile/Joachim-Reuder,"Monitoring the Atmospheric Boundary-Layer in the Arctic (MABLA) at Gufuskálar, Iceland",physics
4652,https://www.researchgate.net/profile/Joachim-Reuder,The persistency of gravity waves over Hofsjökull glacier during the FLOHOF experiment,physics
4653,https://www.researchgate.net/profile/Joachim-Reuder,Reproducing mesoscale structures in flow over Hofsjökull during the FLOHOF campaign,math
4654,https://www.researchgate.net/profile/Joachim-Reuder,Measured and modelled UV radiation in Norway,physics
4655,https://www.researchgate.net/profile/Joachim-Reuder,UV-radiation and skin cancer in Norway,biology
4656,https://www.researchgate.net/profile/Joachim-Reuder,SUMO: A Small Unmanned Meteorological Observer for atmospheric boundary layer research,physics
4657,https://www.researchgate.net/profile/Joachim-Reuder,Reconstruction of UV-radiation in Norway,physics
4658,https://www.researchgate.net/profile/Joachim-Reuder,"UV-radiation in Norway: Measurements, Reconstructions and Applications",physics
4659,https://www.researchgate.net/profile/Joachim-Reuder,"UV radiation in Norway: Measurements, Reconstructions, and Applications",physics
4660,https://www.researchgate.net/profile/Joachim-Reuder,"Investigations on the effect of high surface albedo on erythemally effective UV irradiance: Results of a campaign at the Salar de Uyuni, Bolivia",physics
4661,https://www.researchgate.net/profile/Joachim-Reuder,Stord Orographic Precipitation Experiment (STOPEX): an overview of phase I,physics
4662,https://www.researchgate.net/profile/Joachim-Reuder,"Defintion of ""banner clouds"" based on time lapse movies",physics
4663,https://www.researchgate.net/profile/Joachim-Reuder,Definition of,math
4664,https://www.researchgate.net/profile/Joachim-Reuder,UV-radiation: Examples from Bergen on Measurements Reconstruction and Applications,physics
4665,https://www.researchgate.net/profile/Joachim-Reuder,Diurnal circulation of the South American Altiplano: observations in a valley and at a pass,physics
4666,https://www.researchgate.net/profile/Joachim-Reuder,Diurnal circulation of the South American Altiplano: Observations in a valley and at a pass,physics
4667,https://www.researchgate.net/profile/Joachim-Reuder,Effects of altitude and aerosol on UV radiation,physics
4668,https://www.researchgate.net/profile/Joachim-Reuder,"Cloud frequency with respect to remote sensing applications: Example of Bavaria, southern Germany",physics
4669,https://www.researchgate.net/profile/Joachim-Reuder,Long term measured mean UV irradiance conditions for inclined surfaces and its visualization with respect to the surface of the human body.,physics
4670,https://www.researchgate.net/profile/Joachim-Reuder,Diurnal Circulation of the Bolivian Altiplano. Part I: Observations,physics
4671,https://www.researchgate.net/profile/Joachim-Reuder,Reconstruction of UV radiation over Southern Germany for the past decades,physics
4672,https://www.researchgate.net/profile/Joachim-Reuder,Calibration of capacitive humidity sensors for atmospheric sounding by remotely piloted vehicles,physics
4673,https://www.researchgate.net/profile/Joachim-Reuder,Visualization of UV exposure of the human body based ondata from scanning UV-measuring system,biology
4674,https://www.researchgate.net/profile/Joachim-Reuder,A TwoAxis Tracking System with Datalogger,biology
4675,https://www.researchgate.net/profile/Joachim-Reuder,Simplified Calibration for Broadband Solar Ultraviolet Radiation Measurements¶,physics
4676,https://www.researchgate.net/profile/Joachim-Reuder,Radiation relevant cloud information derived from atmospheric circulation model results,physics
4677,https://www.researchgate.net/profile/Joachim-Reuder,Dependence of UV radiation on altitude and aerosol optical depth: example Bolivia,physics
4678,https://www.researchgate.net/profile/Joachim-Reuder,Diurnal Winds in the Himalayan Kali Gandaki Valley. Part III: Remotely Piloted Aircraft Soundings,physics
4679,https://www.researchgate.net/profile/Joachim-Reuder,Solar UV radiation and its variability due to the atmospheric components,physics
4680,https://www.researchgate.net/profile/Joachim-Reuder,Actinic Radiation and Photolysis Processes in the Lower Troposphere: Effect of Clouds and Aerosols,physics
4681,https://www.researchgate.net/profile/Joachim-Reuder,Future UV Radiation in Central Europe Modelled from Ozone Scenarios,physics
4682,https://www.researchgate.net/profile/Joachim-Reuder,Spectral variation of the solar radiation during an eclipse,physics
4683,https://www.researchgate.net/profile/Joachim-Reuder,Boundary Layer Photochemistry during a Total Solar Eclipse,physics
4684,https://www.researchgate.net/profile/Joachim-Reuder,Aerosol effects on UV radiation,physics
4685,https://www.researchgate.net/profile/Joachim-Reuder,Diurnal Winds in the Himalayan Kali Gandaki Valley. Part I: Observations,physics
4686,https://www.researchgate.net/profile/Joachim-Reuder,Aerosol effects on UV radiation in nonurban regions,physics
4687,https://www.researchgate.net/profile/Joachim-Reuder,Photolysis Frequencies of Nitrogen Dioxide and Ozone: Measurements and Model Calculations,physics
4688,https://www.researchgate.net/profile/Joachim-Reuder,Bestimmung von Ozon- und NO2-Photolysefrequenzen während der Meßkampagne SANA 2: Der Einfluß von troposphärischem Aerosol,math
4689,https://www.researchgate.net/profile/Joachim-Reuder,Determination of photolysis frequencies of ozone and nitrogen dioxide during SANA 2: The influence of tropospheric aerosol particles,physics
4690,https://www.researchgate.net/profile/Joachim-Reuder,Meteorological conditions during SANA 1 (Eisdorf) and SANA 2 (Melpitz).,physics
4691,https://www.researchgate.net/profile/Joachim-Reuder,Ozone concentrations and photolysis frequencies: Results of an experiment at a high Alpine station (Pegelstation Vernagtbach/ Oetztal Alps).,physics
4692,https://www.researchgate.net/profile/Joachim-Reuder,WRF and The Marine Planetary Boundary Layer,physics
4693,https://www.researchgate.net/profile/Joachim-Reuder,"UV-STRAHLUNG IN VERGANGENHEIT UND ZUKUNFT, MIT UND OHNE WOLKEN",physics
4694,https://www.researchgate.net/profile/Joachim-Reuder,WAVE-LIKE EVENTS DETECTED FROM MICROBAROMETERS MEASUREMENTS DURING BLLAST CAMPAIGN,physics
4695,https://www.researchgate.net/profile/Joachim-Reuder,BESTIMMUNG DES BEDECKUNGSGRADES AUS MODELLIERTEM WASSERGEHALT,math
4696,https://www.researchgate.net/profile/Joachim-Reuder,A TAILORED OBSERVATIONAL CAMPAIGN OF OROGRAPHIC PRECIPITATION -STOPEX phase I,physics
4697,https://www.researchgate.net/profile/Oivind-Torkildsen,The Effect of Smoking on Long-term Gray Matter Atrophy and Clinical Disability in Patients with Relapsing-Remitting Multiple Sclerosis,biology
4698,https://www.researchgate.net/profile/Oivind-Torkildsen,Safety of breast feeding during rituximab treatment in multiple sclerosis,biology
4699,https://www.researchgate.net/profile/Oivind-Torkildsen,Abuse and revictimization in adulthood in multiple sclerosis: a cross-sectional study during pregnancy,biology
4700,https://www.researchgate.net/profile/Oivind-Torkildsen,Ocrelizumab quantitation by liquid chromatography-tandem mass spectrometry,biology
4701,https://www.researchgate.net/profile/Oivind-Torkildsen,Serum neurofilament as a predictor of 10-year grey matter atrophy and clinical disability in multiple sclerosis: a longitudinal study,biology
4702,https://www.researchgate.net/profile/Oivind-Torkildsen,Impact of previous disease-modifying treatment on safety and efficacy in patients with MS treated with AHSCT,biology
4703,https://www.researchgate.net/profile/Oivind-Torkildsen,"Real-World Study of Relapsing-Remitting Multiple Sclerosis Patients Treated with Teriflunomide in Nordic Countries: Quality-Of-Life, Efficacy, Safety and Adherence Outcomes",biology
4704,https://www.researchgate.net/profile/Oivind-Torkildsen,Association of adverse childhood experiences with the development of multiple sclerosis,biology
4705,https://www.researchgate.net/profile/Oivind-Torkildsen,Risk of fingolimod rebound after switching to cladribine or rituximab in multiple sclerosis,biology
4706,https://www.researchgate.net/profile/Oivind-Torkildsen,Relationship Between White Matter Lesions and Gray Matter Atrophy in Multiple Sclerosis: A Systematic Review,biology
4707,https://www.researchgate.net/profile/Oivind-Torkildsen,The effect of gadolinium-based contrast-agents on automated brain atrophy measurements by FreeSurfer in patients with multiple sclerosis,biology
4708,https://www.researchgate.net/profile/Oivind-Torkildsen,Recent progress in maintenance treatment of neuromyelitis optica spectrum disorder,physics
4709,https://www.researchgate.net/profile/Oivind-Torkildsen,Association of Body Mass Index in Adolescence and Young Adulthood and Long-term Risk of Multiple Sclerosis: A Population-Based Study,biology
4710,https://www.researchgate.net/profile/Oivind-Torkildsen,Humoral immunity to SARS-CoV-2 mRNA vaccination in multiple sclerosis: the relevance of time since last rituximab infusion and first experience from sporadic revaccinations Multiple sclerosis,biology
4711,https://www.researchgate.net/profile/Oivind-Torkildsen,Humoral Immunity to SARS-CoV-2 mRNA Vaccination in People with Multiple Sclerosis using High-Efficacy Disease Modifying Therapies,biology
4712,https://www.researchgate.net/profile/Oivind-Torkildsen,"En ung kvinne med langvarig kvalme, oppkast og hikke",math
4713,https://www.researchgate.net/profile/Oivind-Torkildsen,Incidence of cancer in multiple sclerosis before and after the treatment era– a registry- based cohort study,biology
4714,https://www.researchgate.net/profile/Oivind-Torkildsen,Perinatal Depression and Anxiety in Women With Multiple Sclerosis: A Population-Based Cohort Study,biology
4715,https://www.researchgate.net/profile/Oivind-Torkildsen,Serum markers of multiple sclerosis - a new approach,biology
4716,https://www.researchgate.net/profile/Oivind-Torkildsen,Safety and efficacy of rituximab as first- and second line treatment in multiple sclerosis – A cohort study,biology
4717,https://www.researchgate.net/profile/Oivind-Torkildsen,"Low vitamin D, but not tobacco use or high BMI, is associated with long-term disability progression in multiple sclerosis",biology
4718,https://www.researchgate.net/profile/Oivind-Torkildsen,NEW CEREBROSPINAL FLUID RESEARCH TO UNCOVER MECHANISMS DRIVING NEUROLOGICAL AND PSYCHIATRIC DISEASES,biology
4719,https://www.researchgate.net/profile/Oivind-Torkildsen,Living with secondary progressive multiple sclerosis in Europe: Perspectives of multiple stakeholders,biology
4720,https://www.researchgate.net/profile/Oivind-Torkildsen,Immunsupprimert kvinne i 20-årene med magesmerter og utflod,physics
4721,https://www.researchgate.net/profile/Oivind-Torkildsen,A two-year longitudinal follow-up of cognitive performance assessed by BICAMS in newly diagnosed patients with MS,biology
4722,https://www.researchgate.net/profile/Oivind-Torkildsen,Tenofovir as a treatment option for multiple sclerosis,biology
4723,https://www.researchgate.net/profile/Oivind-Torkildsen,Treatment of multiple sclerosis under the COVID-19 pandemic,biology
4724,https://www.researchgate.net/profile/Oivind-Torkildsen,Natural Variation of Vitamin D and Neurofilament Light Chain in Relapsing-Remitting Multiple Sclerosis,biology
4725,https://www.researchgate.net/profile/Oivind-Torkildsen,Safety and efficacy of autologous hematopoietic stem cell transplantation for multiple sclerosis in Norway,biology
4726,https://www.researchgate.net/profile/Oivind-Torkildsen,An Update on Vitamin D and Disease Activity in Multiple Sclerosis,biology
4727,https://www.researchgate.net/profile/Oivind-Torkildsen,International consensus on quality standards for brain health-focused care in multiple sclerosis,biology
4728,https://www.researchgate.net/profile/Oivind-Torkildsen,Serum NFL levels should be used to monitor multiple sclerosis evolution – No,biology
4729,https://www.researchgate.net/profile/Oivind-Torkildsen,Fingolimod downregulates brain sphingosine-1-phosphate receptor 1 levels but does not promote remyelination or neuroprotection in the cuprizone model,biology
4730,https://www.researchgate.net/profile/Oivind-Torkildsen,"Risk of cancer among multiple sclerosis patients, siblings, and population controls: A prospective cohort study",biology
4731,https://www.researchgate.net/profile/Oivind-Torkildsen,The Norwegian translation of the Brief International Cognitive Assessment for Multiple Sclerosis (BICAMS),biology
4732,https://www.researchgate.net/profile/Oivind-Torkildsen,Neurofilament Light Chain as a Biomarker in Multiple Sclerosis,biology
4733,https://www.researchgate.net/profile/Oivind-Torkildsen,B cell depletion in the treatment of multiple sclerosis,biology
4734,https://www.researchgate.net/profile/Oivind-Torkildsen,International consensus on quality standards for brain health-focused care in multiple sclerosis,biology
4735,https://www.researchgate.net/profile/Oivind-Torkildsen,"Mann i 20-årene med svimmelhet, dobbeltsyn og perifer facialisparese",physics
4736,https://www.researchgate.net/profile/Oivind-Torkildsen,"Response to ‘Seasonal variation of vitamin D and Epstein-Barr virus antibody in multiple sclerosis patients’, a comment letter regarding ‘Vitamin D, HLA-DRB1 and Epstein-Barr virus antibody levels in a prospective cohort of multiple sclerosis patients’",biology
4737,https://www.researchgate.net/profile/Oivind-Torkildsen,Extensive Multiple Sclerosis Reactivation after Switching from Fingolimod to Rituximab,biology
4738,https://www.researchgate.net/profile/Oivind-Torkildsen,Serum levels of leptin and adiponectin are not associated with disease activity or treatment response in multiple sclerosis,biology
4739,https://www.researchgate.net/profile/Oivind-Torkildsen,α-Linolenic acid is associated with MRI activity in a prospective cohort of multiple sclerosis patients,biology
4740,https://www.researchgate.net/profile/Oivind-Torkildsen,Effects of vitamin D on axonal damage during de- and remyelination in the cuprizone model,biology
4741,https://www.researchgate.net/profile/Oivind-Torkildsen,Severe multiple sclerosis reactivation after gonadotropin treatment,biology
4742,https://www.researchgate.net/profile/Oivind-Torkildsen,Neurofilament light chain predicts disease activity in relapsing-remitting MS,biology
4743,https://www.researchgate.net/profile/Oivind-Torkildsen,Glitazone use associated with reduced risk of Parkinson's disease: Glitazone Use and Parkinson's Disease Risk,biology
4744,https://www.researchgate.net/profile/Oivind-Torkildsen,An update on cladribine for relapsing-remitting multiple sclerosis,biology
4745,https://www.researchgate.net/profile/Oivind-Torkildsen,"1,25-Dihydroxyvitamin-D3 induces brain proteomic changes in cuprizone mice during remyelination involving calcium proteins",biology
4746,https://www.researchgate.net/profile/Oivind-Torkildsen,"Re: Familieplanlegging, graviditet og amming ved multippel sklerose",physics
4747,https://www.researchgate.net/profile/Oivind-Torkildsen,"Familieplanlegging, graviditet og amming ved multippel sklerose",physics
4748,https://www.researchgate.net/profile/Oivind-Torkildsen,In-Depth Cerebrospinal Fluid Quantitative Proteome and Deglycoproteome Analysis: Presenting a Comprehensive Picture of Pathways and Processes Affected by Multiple Sclerosis,biology
4749,https://www.researchgate.net/profile/Oivind-Torkildsen,Trombolytisk behandling og trombektomi ved ukjent slagdebut,physics
4750,https://www.researchgate.net/profile/Oivind-Torkildsen,The Brain Proteome of the Ubiquitin Ligase Peli1 Knock-Out Mouse during Experimental Autoimmune Encephalomyelitis,biology
4751,https://www.researchgate.net/profile/Oivind-Torkildsen,No association of tobacco use and disease activity in multiple sclerosis: Table.,biology
4752,https://www.researchgate.net/profile/Oivind-Torkildsen,Effect of high-dose Vitamin D3 supplementation on antibody responses against Epstein-Barr virus in relapsing-remitting multiple sclerosis,biology
4753,https://www.researchgate.net/profile/Oivind-Torkildsen,Level of education and multiple sclerosis risk over a 50-year period: Registry-based sibling study,biology
4754,https://www.researchgate.net/profile/Oivind-Torkildsen,"Vitamin D, HLA-DRB1 and Epstein-Barr virus antibody levels in a prospective cohort of multiple sclerosis patients",biology
4755,https://www.researchgate.net/profile/Oivind-Torkildsen,Botulinum Toxin as Monotherapy in Symptomatic Trigeminal Neuralgia,biology
4756,https://www.researchgate.net/profile/Oivind-Torkildsen,Detection of varicella-zoster virus DNA during medullary and brainstem relapses in multiple sclerosis,biology
4757,https://www.researchgate.net/profile/Oivind-Torkildsen,Label free analysis of human cerebrospinal fluid addressing various normalization strategies and revealing protein groups affected by multiple sclerosis,biology
4758,https://www.researchgate.net/profile/Oivind-Torkildsen,Can Vitamin D reduce inflammation in relapsing-remitting multiple sclerosis?,biology
4759,https://www.researchgate.net/profile/Oivind-Torkildsen,Vitamin D supplementation and systemic inflammation in relapsing-remitting multiple sclerosis,biology
4760,https://www.researchgate.net/profile/Oivind-Torkildsen,Disease-modifying treatments for multiple sclerosis - a review of approved medications,biology
4761,https://www.researchgate.net/profile/Oivind-Torkildsen,Body mass index influence interferon-beta treatment response in multiple sclerosis,biology
4762,https://www.researchgate.net/profile/Oivind-Torkildsen,Reply to comments on the review article ‘Time trends in the incidence and prevalence of multiple sclerosis in Norway during eight decades',biology
4763,https://www.researchgate.net/profile/Oivind-Torkildsen,Quantitative proteomics suggests decrease in the secretogranin‐1 cerebrospinal fluid levels during the disease course of multiple sclerosis,biology
4764,https://www.researchgate.net/profile/Oivind-Torkildsen,Time trends in the incidence and prevalence of multiple sclerosis in Norway during eight decades,biology
4765,https://www.researchgate.net/profile/Oivind-Torkildsen,Fingolimod does not enhance cerebellar remyelination in the cuprizone model,biology
4766,https://www.researchgate.net/profile/Oivind-Torkildsen,WT1 and interferon-β-vitamin D association in MS: A longitudinal study,biology
4767,https://www.researchgate.net/profile/Oivind-Torkildsen,Miljøets betydning ved multippel sklerose,physics
4768,https://www.researchgate.net/profile/Oivind-Torkildsen,Magnetization transfer ratio does not correlate to myelin content in the brain in the MOG-EAE mouse model,biology
4769,https://www.researchgate.net/profile/Oivind-Torkildsen,Conversion from clinically isolated syndrome to multiple sclerosis: A large multicentre study,biology
